session_id,t_end,label,r0_bot,r0_top,dr0_bot,dr0_top,r1_bot,r1_top,dr1_bot,dr1_top,r2_bot,r2_top,dr2_bot,dr2_top,r3_bot,r3_top,dr3_bot,dr3_top,r4_bot,r4_top,dr4_bot,dr4_top
S1,1756553507,0,4.140350227,1.201041215,4.437844069,-2.799425834,5.435227686,1.200708124,19.1111093,-0.004916087,5.804067539,1.134548368,4.083146084,-0.732404448,5.940210434,1.13406349,1.943755023,-0.006922756,5.906894277,1.261507035,-0.40807306,1.560992689
S1,1756553508,0,5.435227686,1.200708124,19.1111093,-0.004916087,5.804067539,1.134548368,4.083146084,-0.732404448,5.940210434,1.13406349,1.943755023,-0.006922756,5.906894277,1.261507035,-0.40807306,1.560992689,5.533904589,1.060235823,-4.835314442,-2.609213154
S1,1756553509,1,5.804067539,1.134548368,4.083146084,-0.732404448,5.940210434,1.13406349,1.943755023,-0.006922756,5.906894277,1.261507035,-0.40807306,1.560992689,5.533904589,1.060235823,-4.835314442,-2.609213154,4.837065226,0.892860571,-8.494112411,-2.040217984
S1,1756553510,1,5.940210434,1.13406349,1.943755023,-0.006922756,5.906894277,1.261507035,-0.40807306,1.560992689,5.533904589,1.060235823,-4.835314442,-2.609213154,4.837065226,0.892860571,-8.494112411,-2.040217984,3.848649114,1.346142637,-11.15201684,5.114252156
S1,1756553511,0,5.906894277,1.261507035,-0.40807306,1.560992689,5.533904589,1.060235823,-4.835314442,-2.609213154,4.837065226,0.892860571,-8.494112411,-2.040217984,3.848649114,1.346142637,-11.15201684,5.114252156,3.772969653,1.426639408,-0.92505294,0.983936372
S1,1756553512,0,5.533904589,1.060235823,-4.835314442,-2.609213154,4.837065226,0.892860571,-8.494112411,-2.040217984,3.848649114,1.346142637,-11.15201684,5.114252156,3.772969653,1.426639408,-0.92505294,0.983936372,4.150722829,1.062308806,5.159891152,-4.976546504
S1,1756553513,1,4.837065226,0.892860571,-8.494112411,-2.040217984,3.848649114,1.346142637,-11.15201684,5.114252156,3.772969653,1.426639408,-0.92505294,0.983936372,4.150722829,1.062308806,5.159891152,-4.976546504,5.197114584,1.004987562,13.14285367,-0.719964316
S1,1756553514,1,3.848649114,1.346142637,-11.15201684,5.114252156,3.772969653,1.426639408,-0.92505294,0.983936372,4.150722829,1.062308806,5.159891152,-4.976546504,5.197114584,1.004987562,13.14285367,-0.719964316,5.850888821,1.110360302,7.325996721,1.180775109
S1,1756553515,0,3.772969653,1.426639408,-0.92505294,0.983936372,4.150722829,1.062308806,5.159891152,-4.976546504,5.197114584,1.004987562,13.14285367,-0.719964316,5.850888821,1.110360302,7.325996721,1.180775109,5.808175273,1.111260546,-0.54112042,0.011404817
S1,1756553516,0,4.150722829,1.062308806,5.159891152,-4.976546504,5.197114584,1.004987562,13.14285367,-0.719964316,5.850888821,1.110360302,7.325996721,1.180775109,5.808175273,1.111260546,-0.54112042,0.011404817,5.615273813,1.153819743,-2.483005563,0.547817135
S1,1756553517,1,5.197114584,1.004987562,13.14285367,-0.719964316,5.850888821,1.110360302,7.325996721,1.180775109,5.808175273,1.111260546,-0.54112042,0.011404817,5.615273813,1.153819743,-2.483005563,0.547817135,4.860329207,0.907083238,-11.74910924,-3.839929622
S1,1756553518,1,5.850888821,1.110360302,7.325996721,1.180775109,5.808175273,1.111260546,-0.54112042,0.011404817,5.615273813,1.153819743,-2.483005563,0.547817135,4.860329207,0.907083238,-11.74910924,-3.839929622,3.94068522,1.276322843,-11.38683167,4.571844423
S1,1756553519,0,5.808175273,1.111260546,-0.54112042,0.011404817,5.615273813,1.153819743,-2.483005563,0.547817135,4.860329207,0.907083238,-11.74910924,-3.839929622,3.94068522,1.276322843,-11.38683167,4.571844423,3.87197624,1.375572608,-0.809500849,1.169319773
S1,1756553520,0,5.615273813,1.153819743,-2.483005563,0.547817135,4.860329207,0.907083238,-11.74910924,-3.839929622,3.94068522,1.276322843,-11.38683167,4.571844423,3.87197624,1.375572608,-0.809500849,1.169319773,4.23505608,0.914166287,4.67474169,-5.940719165
S1,1756553521,1,4.860329207,0.907083238,-11.74910924,-3.839929622,3.94068522,1.276322843,-11.38683167,4.571844423,3.87197624,1.375572608,-0.809500849,1.169319773,4.23505608,0.914166287,4.67474169,-5.940719165,5.50738595,1.015529419,18.40845773,1.466552794
S1,1756553522,1,3.94068522,1.276322843,-11.38683167,4.571844423,3.87197624,1.375572608,-0.809500849,1.169319773,4.23505608,0.914166287,4.67474169,-5.940719165,5.50738595,1.015529419,18.40845773,1.466552794,5.74324821,1.08853112,3.075042339,0.951756011
S1,1756553523,0,3.87197624,1.375572608,-0.809500849,1.169319773,4.23505608,0.914166287,4.67474169,-5.940719165,5.50738595,1.015529419,18.40845773,1.466552794,5.74324821,1.08853112,3.075042339,0.951756011,5.590465097,0.976370831,-2.068946127,-1.518843224
S1,1756553524,0,4.23505608,0.914166287,4.67474169,-5.940719165,5.50738595,1.015529419,18.40845773,1.466552794,5.74324821,1.08853112,3.075042339,0.951756011,5.590465097,0.976370831,-2.068946127,-1.518843224,5.134861244,1.080185169,-6.801784895,1.549861339
S1,1756553525,1,5.50738595,1.015529419,18.40845773,1.466552794,5.74324821,1.08853112,3.075042339,0.951756011,5.590465097,0.976370831,-2.068946127,-1.518843224,5.134861244,1.080185169,-6.801784895,1.549861339,4.632493929,1.208304597,-5.537518703,1.412241017
S1,1756553526,1,5.74324821,1.08853112,3.075042339,0.951756011,5.590465097,0.976370831,-2.068946127,-1.518843224,5.134861244,1.080185169,-6.801784895,1.549861339,4.632493929,1.208304597,-5.537518703,1.412241017,3.931539139,1.247798061,-10.11215301,0.569742798
S1,1756553528,0,5.590465097,0.976370831,-2.068946127,-1.518843224,5.134861244,1.080185169,-6.801784895,1.549861339,4.632493929,1.208304597,-5.537518703,1.412241017,3.931539139,1.247798061,-10.11215301,0.569742798,3.862136714,1.384232639,-1.047152805,2.058542665
S1,1756553529,0,5.134861244,1.080185169,-6.801784895,1.549861339,4.632493929,1.208304597,-5.537518703,1.412241017,3.931539139,1.247798061,-10.11215301,0.569742798,3.862136714,1.384232639,-1.047152805,2.058542665,4.250705824,0.931933474,4.847944012,-5.643065743
S1,1756553530,1,4.632493929,1.208304597,-5.537518703,1.412241017,3.931539139,1.247798061,-10.11215301,0.569742798,3.862136714,1.384232639,-1.047152805,2.058542665,4.250705824,0.931933474,4.847944012,-5.643065743,5.063200569,0.660302961,9.644239688,-3.224229809
S1,1756553531,1,3.931539139,1.247798061,-10.11215301,0.569742798,3.862136714,1.384232639,-1.047152805,2.058542665,4.250705824,0.931933474,4.847944012,-5.643065743,5.063200569,0.660302961,9.644239688,-3.224229809,5.381347415,0.677421582,3.753367131,0.201958535
S1,1756553532,0,3.862136714,1.384232639,-1.047152805,2.058542665,4.250705824,0.931933474,4.847944012,-5.643065743,5.063200569,0.660302961,9.644239688,-3.224229809,5.381347415,0.677421582,3.753367131,0.201958535,5.507558443,0.966022774,1.588976193,3.633441794
